9.092906075903812280e+01,1.706882472067294820e+00,3.163817494408735498e-01,5.299467894253516498e+00,-2.056036618148004980e+00,7.345922292863393821e-01,1.276686417615294555e+00,6.668506886237317133e+01,-2.504387741087052976e+00,9.145281185714122074e+00,4.498227247983678012e+00,1.177198506084098817e+01,3.951317366953364996e+01,1.218153041875572562e+01,-8.373892749225544385e-01,1.086547078668752331e+00,4.243155904216980190e+00,5.702330025195254670e+00,1.828783298998628126e+00,3.667216976310703203e+00,1.661139576653845040e+01,-2.512696293794914659e+00,1.303998715195867408e+00,1.341301203717829260e+01,1.150973510828293689e+00,5.004963966304496026e+00,1.065739388359670414e+02,6.798516772320443380e+00,1.333760055289314117e+01,2.560546102890501174e+01
9.751412683216069865e+01,1.565373301845741416e+00,2.259642825537871991e-01,4.155306704448777033e+00,-1.688767989731892794e+00,4.698388480062912209e-01,1.036658150671966094e+00,6.995090773603928369e+01,-2.571629342514946792e+00,8.061184296728079346e+00,3.618196355017382349e+00,1.321045821282266530e+01,3.981430209910106299e+01,1.465005403326813749e+01,-7.560406606103274862e-01,1.187803304612954580e+00,3.907373967905612311e+00,5.718549312235430726e+00,2.321118556738860583e+00,4.431091099058770411e+00,1.595580776590775685e+01,-2.012930622763402955e+00,8.407014492220398205e-01,1.228842079204330950e+01,1.136712686401430750e+00,4.185001216772130661e+00,1.128293914766483823e+02,5.010024073363772423e+00,1.456804960770440616e+01,2.578575495972969023e+01
1.070499134170014202e+02,3.034363190604246086e+00,6.110758986772930612e-01,8.724997456127756124e+00,-2.972563715315206689e+00,9.037820012027122374e-01,1.227297596383827738e+00,6.418822850779838518e+01,-2.588891914012946494e+00,8.862291275682936842e+00,7.086313966838755363e+00,1.026173938845787248e+01,3.100450830745210951e+01,2.192523318294821877e+01,-1.509603808954549153e+00,2.388081337078334254e+00,3.885106683809419703e+00,6.374956328601330213e+00,2.445943910549692291e+00,4.814907882782066828e+00,2.742849418631315217e+01,-3.914377775572568829e+00,2.958387399078375779e+00,1.333704015499682072e+01,2.751200399613223713e+00,7.236605054052794195e+00,9.894630806628735797e+01,6.405438882658626376e+00,1.308147719318997915e+01,1.631007647977633113e+01
1.034434004169634420e+02,3.092159450082465622e+00,7.043603453671088976e-01,9.071332970175710386e+00,-3.189722849100883550e+00,1.194426804752508842e+00,1.396724795791076668e+00,6.394837131528080931e+01,-2.723412241807646517e+00,9.473599628130369155e+00,7.412410098901323074e+00,1.002138134738437714e+01,3.162616259031915078e+01,1.846083970537017649e+01,-1.338183866464884852e+00,1.835647749124858841e+00,3.768343203279965969e+00,6.257863009744535354e+00,1.832262369237854127e+00,4.208815261990570100e+00,2.829593983592395645e+01,-4.126205105987763133e+00,3.297083501193938115e+00,1.365332095158996140e+01,2.632664755398523404e+00,7.541268453304186714e+00,9.326660365186268109e+01,7.023966983497038186e+00,1.165730932607827874e+01,1.523967541309501428e+01
1.030828841002424952e+02,3.116725963168871072e+00,7.463553719476451187e-01,9.538391700058420852e+00,-3.268704196130546524e+00,1.177557211030515028e+00,1.299655047586749657e+00,6.304643466656968798e+01,-2.669136155158215118e+00,9.602398288484717881e+00,7.791723718797033627e+00,9.601754313336664737e+00,3.141298395641685914e+01,1.970818463746822502e+01,-1.349484956284223713e+00,2.067434707253660964e+00,3.849628457271927928e+00,6.133690457273929475e+00,2.102076801707221332e+00,4.407952203905122879e+00,2.763534313430410094e+01,-4.495349912305497853e+00,3.387300332546674841e+00,1.416001309991106005e+01,2.742593846448612371e+00,7.620980772168166162e+00,9.444872655113709925e+01,7.345798808636171628e+00,1.220580626081859066e+01,1.629631792629172438e+01
1.043556590526531380e+02,3.351703348204339683e+00,7.850116402595849197e-01,8.749144916460370069e+00,-3.366863950099829861e+00,1.177456983017915348e+00,1.359184196017107826e+00,6.608357073820897654e+01,-2.847775054157020147e+00,1.002134159851836692e+01,7.276221502896372151e+00,9.919978595057674653e+00,3.365353249795581547e+01,1.643578913973030708e+01,-1.312279167123824752e+00,1.547282789947830306e+00,3.766154697407683383e+00,5.958064856056132008e+00,1.628220381463835409e+00,3.640703786096957106e+00,2.595448595161567340e+01,-4.471728706546523213e+00,3.109610615201493289e+00,1.382065191216129385e+01,2.151444467433651475e+00,7.164325654293696388e+00,9.359169508452370678e+01,7.518036781033905491e+00,1.114284061345225219e+01,1.600085119151263058e+01
1.067938001422090508e+02,2.989640086094934368e+00,6.391156942292677279e-01,8.680139714714455224e+00,-3.012236214880736007e+00,9.579326389433298061e-01,1.270892594254555696e+00,6.446337124341005165e+01,-2.685371921583223909e+00,8.969437887801285925e+00,7.073785432425625075e+00,1.026537649511737982e+01,3.149428316292829777e+01,2.133863235923174528e+01,-1.414910940406798545e+00,2.224257972289350072e+00,3.838088091270551949e+00,6.327913608013856717e+00,2.262226636224423881e+00,5.052499666029709680e+00,2.690561373726507455e+01,-3.973774944144274013e+00,2.964089243595169343e+00,1.339176823957901519e+01,2.635914753882831363e+00,7.240344929794872542e+00,9.956334863209798414e+01,6.544887471839747839e+00,1.305698207122894239e+01,1.629966120614102110e+01
1.100559446095942633e+02,2.856506202215698842e+00,6.208474192098333289e-01,8.588541225241296928e+00,-2.879874928583574967e+00,7.804211220551799943e-01,1.107578780360887860e+00,6.542293679313108612e+01,-2.804558246724564885e+00,8.622890376337760898e+00,6.869865930808477295e+00,1.057964509601221081e+01,3.181134824787540083e+01,2.221387896781445903e+01,-1.457960286087521151e+00,2.485418090709031524e+00,4.062959830049015508e+00,6.237202973549218044e+00,2.313653117976768314e+00,5.228374600535075523e+00,2.625981272943995748e+01,-3.895002785093648612e+00,2.769818736339784593e+00,1.340736723630769056e+01,2.535456225549451048e+00,7.399331556145975597e+00,1.051415430710435857e+02,6.620829319410477254e+00,1.405767826946698484e+01,1.725874635946701829e+01
9.506889139439294922e+01,1.527720593127759319e+00,2.692082806550705754e-01,4.436468185533842146e+00,-1.771785640337675050e+00,5.189617739969720756e-01,1.053119745478778402e+00,6.964419339239509554e+01,-2.613749614471491789e+00,8.480655074573306251e+00,3.864329470111329101e+00,1.279044984383090977e+01,4.047923093376257242e+01,1.257011972136522182e+01,-8.190174050834095887e-01,1.143759085983991231e+00,4.009985708319275588e+00,5.391199515581360124e+00,1.876386311799720596e+00,4.216325724842198142e+00,1.405876701835426168e+01,-2.296370602440998443e+00,1.064513762144028375e+00,1.250336529051739021e+01,1.058282376979966299e+00,4.243715154186318728e+00,1.120640964199896530e+02,5.596478299783662180e+00,1.394199326197439781e+01,2.570040286662843698e+01
9.551591237369598275e+01,1.606012207744538234e+00,2.793523800198589591e-01,4.454579721862646835e+00,-1.824624589627795501e+00,5.464941387248347660e-01,1.088168601128307822e+00,6.949133663725172028e+01,-2.653163104727551680e+00,8.534623316454556630e+00,3.826985132314137950e+00,1.280988351577152073e+01,4.051431098040489331e+01,1.307693684393012212e+01,-8.021435912900762855e-01,1.118777663583189419e+00,4.109665025927526472e+00,5.503090750304238554e+00,1.979311810108427938e+00,4.210779259354523241e+00,1.420457574313561189e+01,-2.318123561800207177e+00,1.026515950039493585e+00,1.244199132567655042e+01,9.857386774516736505e-01,4.284027472760469024e+00,1.122867413862092434e+02,5.803150838524828714e+00,1.420527473444336763e+01,2.576420711428703569e+01
9.733121378630147547e+01,3.258566933598270321e+00,8.456568941343938217e-01,1.037277579947999406e+01,-3.581387775013944896e+00,1.495729555939706579e+00,1.471293959922634897e+00,6.112543503132586409e+01,-2.611234423691132012e+00,1.034825200918249699e+01,8.448707473880403995e+00,8.990979296992716030e+00,3.101722499379218689e+01,1.561303562753015939e+01,-1.350106578165572557e+00,1.874184901028510986e+00,3.872311633174883916e+00,5.615361937734321351e+00,1.455242482153095596e+00,3.240725516050926291e+00,2.854520655331224077e+01,-4.680325216126169252e+00,3.759839191829458027e+00,1.480247712407593497e+01,2.805019920624824081e+00,7.719933564228870004e+00,8.755881410661230291e+01,8.092109496690110149e+00,1.032775440017397095e+01,1.606640903921889674e+01
1.058933177332258850e+02,3.167252638224797856e+00,6.587166167540675632e-01,8.603556638414804780e+00,-3.117269286010505347e+00,1.029035578584341026e+00,1.283018641704336993e+00,6.464692104593996191e+01,-2.554307273549051960e+00,9.240745849403699808e+00,7.203358999067095425e+00,9.992957600650351324e+00,3.171226332632183187e+01,2.121759930423545626e+01,-1.442893667050308970e+00,2.116048044217026636e+00,3.710532970552784526e+00,6.411870261899895951e+00,2.405341896828775639e+00,4.440755156883060550e+00,2.779483403145431453e+01,-4.096065913764920907e+00,2.985911252256831183e+00,1.377945712090486019e+01,2.702871354554079453e+00,7.145182078164085127e+00,9.580017760277794991e+01,6.559899874374123918e+00,1.252780202537507925e+01,1.659308187898384190e+01
